,化学,历史,地理,姓名,学号,性别,数学,物理,班级,生物,英语,语文,手机
395,63,76,74,梁员大,100395,1,93,66,6,80,62,86,13972957580
396,57,78,99,施涵文,100396,1,49,95,7,99,74,85,13141312033
397,80,80,90,宋梦彤,100397,0,52,93,8,69,59,65,13763834825
398,63,81,77,陈合进,100398,1,72,62,9,80,73,71,13774114372
399,99,93,92,钱艺果,100399,1,73,93,10,75,83,66,13553957912
400,55,88,79,叶所丽,100400,0,82,98,11,79,68,84,13511654948
401,78,79,85,蓝想成,100401,1,79,74,12,87,59,70,13915844037
402,80,84,78,曾了建,100402,0,55,86,13,76,76,85,13424979065
403,66,82,78,高长法,100403,1,84,87,14,72,84,88,13223328520
404,82,75,79,曹年彤,100404,1,61,76,15,97,91,93,13142823797
405,65,81,74,罗实心,100405,1,47,68,16,96,82,76,13860884407
406,69,90,72,牛用成,100406,0,70,84,17,93,64,71,13169127814
407,74,87,84,吕治革,100407,0,92,86,18,73,87,65,13169335297
408,55,75,98,熊悦治,100408,1,74,100,19,81,61,86,13016376383
409,62,89,95,高学能,100409,1,99,91,20,74,92,83,13320964832
410,83,87,73,秦样文,100410,1,59,80,21,96,97,82,13842728907
411,77,92,75,常涵个,100411,0,99,52,22,68,66,70,13351177848
412,71,90,95,袁军正,100412,1,70,57,23,82,68,83,13218427220
413,74,94,73,董通茜,100413,1,84,55,24,89,82,69,13441668032
414,95,95,87,韩政发,100414,1,72,62,25,67,83,94,14061779753
415,59,81,82,王是合,100415,1,61,51,26,73,98,67,14064006390
416,64,94,72,钱彤民,100416,0,77,95,27,72,72,93,13063576230
417,83,94,70,汤并治,100417,1,85,56,28,66,62,76,13650259968
418,72,85,93,汪一起,100418,0,53,71,29,98,86,86,13271156731
419,95,86,89,金得形,100419,0,59,57,30,79,90,80,13529804664
420,56,88,72,唐想部,100420,0,93,82,31,98,59,87,13669118691
421,63,95,78,崔用晴,100421,0,93,54,32,89,69,80,13533149182
422,85,84,70,王希意,100422,0,87,93,33,78,81,88,13634707190
423,86,83,98,贾在比,100423,1,64,79,34,78,71,92,13653912792
424,80,79,75,钱能涵,100424,1,96,76,35,70,97,72,13677209545
425,95,76,89,乔沫形,100425,1,83,66,36,79,75,92,13667855320
426,70,79,100,秦珍晗,100426,1,86,53,37,86,64,92,13976893850
427,60,82,74,吕相分,100427,1,60,80,38,93,72,66,13543607566
428,98,87,93,施子希,100428,0,84,68,39,88,89,70,13867287947
429,95,89,81,宋道在,100429,0,63,79,40,98,83,82,14041774419
430,75,82,86,袁发相,100430,1,67,87,41,88,77,74,13116671658
431,72,89,95,章悦定,100431,0,99,96,42,94,60,84,13687681432
432,99,92,80,徐同动,100432,0,93,83,43,71,68,65,13639072770
433,96,77,71,马样心,100433,1,74,91,44,91,91,84,13577971469
434,92,75,92,尹梅艺,100434,0,45,96,45,76,80,68,13597563505
435,76,92,99,夏倩艺,100435,1,86,96,46,90,61,91,13237785630
436,77,76,100,宋蕊生,100436,0,77,50,47,73,79,88,13477165401
437,58,77,74,魏利不,100437,0,48,52,48,96,94,78,13796479314
438,57,82,89,彭琳样,100438,0,45,98,49,96,92,76,13587785076
439,69,90,100,袁中花,100439,1,66,57,50,82,91,71,13616765897
440,55,78,73,侯玉民,100440,1,58,66,51,79,80,78,13654985123
441,56,88,97,林新质,100441,1,90,100,52,78,83,77,13727155761
442,78,82,100,章灵社,100442,0,73,62,53,91,64,87,13872928649
443,97,90,71,申玉相,100443,1,68,96,54,71,84,67,13089492380
444,99,81,73,韩黻文,100444,1,64,88,55,99,71,95,14069764513
445,85,75,81,叶社点,100445,1,90,97,56,92,90,91,13081977032
446,60,80,90,乔作涵,100446,1,72,60,57,93,66,89,13692199514
447,82,82,72,陆生义,100447,0,99,59,58,76,74,79,13893375998
448,77,94,93,蒋月间,100448,0,50,91,59,75,69,81,13671525915
449,60,78,75,丁相经,100449,1,52,98,60,69,62,79,13932166818
450,72,75,85,程展倩,100450,0,57,66,61,65,63,68,13681343093
451,98,85,85,尹及用,100451,0,54,68,62,100,90,92,13668165909
452,98,81,94,汪灵员,100452,1,58,90,63,69,80,66,13396945566
453,70,95,93,韦沫时,100453,1,70,95,64,78,89,69,13929834459
454,82,89,93,孔发是,100454,0,84,68,65,67,86,82,13310988082
455,87,77,73,颜进立,100455,0,85,68,1,79,65,69,13918133545
456,85,94,77,徐电运,100456,0,95,90,2,72,67,77,13699934213
457,86,80,100,王发平,100457,1,51,90,3,88,61,83,14054202229
458,94,80,84,许那员,100458,1,88,100,4,82,97,85,13142349666
459,91,81,77,韦及好,100459,0,78,79,5,82,83,84,13357829696
460,62,76,99,区经学,100460,1,50,84,6,81,70,85,14039281950
461,99,95,90,程发丽,100461,1,68,79,7,94,70,66,13699603243
462,77,84,84,岳个起,100462,0,87,52,8,65,93,87,13733196294
463,86,89,97,梁在电,100463,1,98,60,9,73,70,92,13735108447
464,83,87,71,龙能工,100464,0,81,89,10,100,72,84,13211928530
465,70,88,99,魏法晴,100465,0,71,69,11,72,93,95,13855807780
466,100,75,98,易平治,100466,0,63,68,12,80,95,73,13596156929
467,70,75,70,任生相,100467,0,98,55,13,89,60,94,13759854337
468,66,83,84,徐电利,100468,1,63,84,14,96,89,95,13619444854
469,93,76,79,牛彤北,100469,1,89,78,15,92,69,72,13287308759
470,80,92,96,蒋全好,100470,1,98,68,16,65,74,79,13222243083
471,99,85,71,赫气地,100471,0,53,89,17,93,67,81,13952017990
472,61,90,97,孙公那,100472,0,97,55,18,81,88,78,13795815073
473,56,89,86,俞相经,100473,0,88,69,19,92,94,80,14025857623
474,87,88,89,俞梅倩,100474,0,99,51,20,96,84,72,13287207193
475,92,94,79,岳成多,100475,1,72,76,21,89,70,78,13887708337
476,87,93,77,向部方,100476,1,96,100,22,72,61,93,13299605592
477,58,87,92,韩新立,100477,1,84,60,23,93,92,67,13155231746
478,55,94,98,董军员,100478,0,95,86,24,90,74,93,13552177000
479,68,81,77,杜月沫,100479,0,48,83,25,83,79,83,13343253814
480,66,84,73,聂意来,100480,0,55,63,26,78,91,84,13053679643
481,89,91,75,孟在立,100481,1,57,69,27,70,59,78,13510304861
482,92,87,73,萧沫理,100482,1,97,47,28,99,97,93,13999928061
483,76,87,77,易玉作,100483,1,55,49,29,95,91,89,13889599635
484,98,94,86,陆乐美,100484,0,79,52,30,97,70,90,13931749975
485,98,90,82,葛本利,100485,0,83,83,31,79,68,65,13320133587
486,69,81,77,徐工起,100486,1,61,63,32,67,81,78,13327625320
487,98,76,94,任式立,100487,0,53,87,33,84,79,76,13786112601
488,63,78,72,张想上,100488,1,78,98,34,88,93,70,13951587898
489,97,91,87,程珍倩,100489,0,93,47,35,100,95,85,13076458922
490,93,91,98,翟合长,100490,0,93,98,36,93,92,84,13868355631
491,56,91,72,许部是,100491,0,83,75,37,70,82,83,13217029120
492,85,76,77,马那式,100492,1,57,52,38,80,82,88,13579946657
493,59,77,93,钱学工,100493,0,93,63,39,96,68,92,13928958472
494,91,91,82,高发一,100494,1,89,100,40,100,94,84,14094105507
495,84,78,85,齐灵定,100495,0,98,81,41,75,76,92,13973549689
496,84,81,84,段经社,100496,1,49,61,42,78,86,86,13017684988
497,66,82,98,徐是行,100497,0,81,91,43,99,76,90,13986527173
498,99,90,75,徐式雪,100498,0,68,96,44,80,81,80,13825268962
499,88,79,78,金重建,100499,0,69,72,45,85,84,79,13753131242
500,59,81,95,任分珍,100500,1,97,89,46,98,67,89,13729599707
501,55,79,77,岳晗动,100501,0,68,77,47,81,73,80,13938968710
502,100,76,72,区明可,100502,1,97,85,48,87,98,78,13999092745
503,61,85,96,尹各涵,100503,0,47,53,49,87,64,66,13860007618
504,85,84,82,向根美,100504,0,71,74,50,75,79,94,13579851820
505,68,79,73,宋得一,100505,0,95,91,51,89,84,91,13848113147
506,91,86,86,夏乐是,100506,1,67,46,52,79,64,81,13967717375
507,88,87,77,蒋相学,100507,1,62,50,53,83,73,77,13775226395
508,94,78,76,文于大,100508,0,93,70,54,96,82,88,13681191162
509,81,84,81,乔立不,100509,1,45,100,55,67,72,78,13653557649
510,94,90,87,史不关,100510,1,52,53,56,66,67,94,13275545393
511,88,81,97,莫果志,100511,1,84,72,57,86,90,81,13673354896
512,90,95,86,曹想点,100512,1,48,80,58,99,70,92,14088301486
513,82,81,73,岳工黻,100513,0,85,59,59,87,83,69,13934286176
514,80,90,86,张为然,100514,1,83,95,60,72,94,86,13947746030
515,66,93,93,龙可实,100515,0,62,99,61,75,77,93,13617079037
516,56,92,82,尹时社,100516,0,77,99,62,78,93,71,13972387751
517,91,90,88,潘比依,100517,0,51,92,63,81,86,82,13594392574
518,61,84,88,申上长,100518,0,79,58,64,94,90,70,13487024282
519,66,91,86,袁莹同,100519,1,68,97,65,88,71,82,13592328232
520,65,76,77,谭立政,100520,1,91,59,1,72,70,75,13346022454
521,97,88,98,傅展经,100521,1,84,83,2,98,96,90,13062137419
522,69,75,91,江全玉,100522,1,76,99,3,97,65,95,13058201919
523,73,76,99,牛梦乐,100523,0,66,100,4,95,59,94,13616352971
524,82,85,91,龙各是,100524,0,91,78,5,100,76,67,13698338122
525,55,93,76,金及梅,100525,1,96,91,6,75,87,80,13154432961
526,61,86,81,易和用,100526,0,93,46,7,69,95,68,13486659662
527,78,86,74,唐北作,100527,1,61,54,8,66,93,76,13783623587
528,73,95,100,傅展社,100528,0,63,92,9,70,65,68,13733117505
529,92,80,84,施莹象,100529,1,97,65,10,98,76,79,13743378407
530,62,95,83,俞文个,100530,0,57,60,11,86,95,65,13389556623
531,97,76,93,叶点形,100531,1,91,80,12,73,90,70,13686414507
532,81,93,88,向有道,100532,0,59,91,13,94,91,95,13654734654
533,55,93,77,颜间部,100533,1,100,53,14,87,61,86,13881022234
534,70,90,88,程间关,100534,0,58,75,15,76,74,89,13470434420
535,97,81,94,徐同涵,100535,1,83,52,16,68,92,75,13196685951
536,67,88,96,洪部上,100536,0,88,93,17,82,65,82,14036498752
537,84,80,75,区在年,100537,0,67,55,18,91,72,88,13456478934
538,84,94,85,贾点学,100538,0,88,74,19,99,61,77,13280292690
539,74,90,91,章月蕊,100539,1,67,98,20,67,81,67,13932855301
540,59,86,97,杜经珍,100540,0,55,100,21,71,92,94,13116381187
541,82,85,96,周运瑶,100541,1,72,97,22,68,67,73,13293896393
542,83,88,70,罗年机,100542,1,94,83,23,80,63,75,13266504850
543,73,86,79,马作为,100543,1,99,62,24,71,64,84,13642601066
544,93,88,92,方然因,100544,0,87,65,25,92,68,94,13516682514
545,78,83,94,周志表,100545,0,76,73,26,99,77,83,13390922502
546,76,84,85,汤法表,100546,1,73,73,27,99,98,69,13115293841
547,60,90,100,俞立象,100547,0,68,82,28,93,64,72,13716063951
548,97,83,75,萧并本,100548,0,62,56,29,65,76,88,13350413613
549,64,85,88,陶政文,100549,1,87,90,30,73,86,72,13420698888
550,100,84,73,王政起,100550,1,81,51,31,69,86,95,13315302900
551,82,78,92,叶不茜,100551,1,89,46,32,91,63,72,13345893766
552,74,91,83,方灵能,100552,0,54,90,33,81,74,82,13570215030
553,96,91,71,程月彤,100553,0,95,72,34,89,83,67,13386409224
554,65,84,80,张各本,100554,0,46,85,35,93,59,78,13279198272
555,78,80,95,唐在用,100555,1,88,71,36,79,91,83,13111653713
556,79,77,75,樊得相,100556,0,53,77,37,76,65,91,13025529429
557,90,84,70,潘业倩,100557,1,56,52,38,84,73,88,13288822502
558,79,95,85,庄中和,100558,1,64,92,39,72,89,86,13066198329
559,61,91,74,颜运上,100559,0,97,53,40,90,91,93,14083024656
560,66,75,93,谢是丽,100560,0,98,86,41,72,66,70,13974347605
561,81,95,78,马灵点,100561,0,63,80,42,87,69,73,13641433852
562,88,89,72,齐工文,100562,1,57,69,43,92,96,91,13749339260
563,62,93,73,颜年中,100563,1,85,84,44,97,81,81,14059416064
564,61,76,98,陶军作,100564,1,46,49,45,82,89,90,14051085297
565,84,76,73,韩实志,100565,1,100,67,46,83,59,92,13434039099
566,66,94,79,叶不和,100566,0,58,71,47,66,78,65,13556637889
567,67,81,70,萧样丽,100567,1,89,93,48,94,86,74,13799982247
568,81,95,75,葛学电,100568,0,68,46,49,83,91,76,13523557594
569,86,85,86,聂各本,100569,0,56,83,50,82,81,73,13492255928
570,98,84,99,洪心上,100570,0,59,53,51,80,70,78,13060371403
571,94,75,97,吴得因,100571,0,89,78,52,85,95,65,13736199482
572,60,95,92,邱悦美,100572,1,46,77,53,68,60,92,13575109235
573,90,85,82,袁同蕊,100573,0,52,72,54,90,80,74,13563549927
574,65,77,99,赫进莹,100574,1,49,82,55,69,80,77,13568162203
575,95,94,79,陆美生,100575,0,91,70,56,74,80,81,13720177205
576,93,75,97,聂生琳,100576,0,87,46,57,98,97,73,13436627819
577,84,95,92,苏中象,100577,1,45,56,58,97,94,79,13177166980
578,70,88,70,段同间,100578,0,73,99,59,76,70,72,13479772386
579,85,86,97,樊是玉,100579,1,73,58,60,99,96,74,13392129791
580,96,75,90,曹比各,100580,0,48,67,61,84,70,93,13670574728
581,87,79,84,吴形丽,100581,1,82,47,62,90,77,91,13652138040
582,70,79,80,段年治,100582,1,74,46,63,78,93,95,14075713312
583,63,91,71,潘了经,100583,0,73,87,64,94,77,90,13960729098
584,65,91,92,赵然然,100584,1,55,70,65,96,79,88,13928075711
585,73,84,76,潘花希,100585,1,79,51,1,99,84,76,13685609635
586,91,80,83,陶同中,100586,1,60,61,2,97,74,81,13294469623
587,72,78,90,韩月玉,100587,1,56,81,3,83,76,71,13264782458
588,68,89,72,沈新义,100588,1,89,92,4,75,71,71,13495143531
589,87,78,94,刘公作,100589,1,81,57,5,84,61,92,13559789791
590,90,79,90,孙地有,100590,0,79,76,6,66,79,79,13079745024
591,78,91,78,翟学涵,100591,0,69,82,7,87,89,75,13614262513
592,58,89,71,徐中行,100592,0,61,56,8,83,89,86,13124095349
593,78,77,70,彭和然,100593,1,70,75,9,86,59,85,13625206803
594,67,86,77,何小新,100594,1,87,59,10,92,96,70,14054068104
595,86,91,76,王然沫,100595,0,47,86,11,71,66,70,13461954714
596,67,84,98,聂社瑶,100596,0,60,73,12,97,81,73,13413734591
597,61,82,75,王在法,100597,0,58,61,13,76,81,94,13079887805
598,75,90,74,区个彤,100598,0,87,61,14,70,95,90,13555433933
599,83,95,96,陆果根,100599,0,61,56,15,65,96,77,13712431553
600,94,75,98,潘因本,100600,1,79,50,16,97,72,90,13043332361
601,55,80,93,程中社,100601,0,57,69,17,65,87,74,13684032228
602,97,75,90,谢一黻,100602,0,100,55,18,78,97,71,13724134394
603,90,86,86,高乐定,100603,0,81,65,19,78,80,81,13521512677
604,71,89,74,牛能梅,100604,0,46,78,20,96,90,92,13319467169
605,73,77,82,常立变,100605,0,66,98,21,79,68,94,13040468500
606,71,95,71,岳合变,100606,1,56,71,22,98,91,84,13420522244
607,85,95,84,田意可,100607,1,72,66,23,67,72,74,13177658296
608,99,94,72,聂彤好,100608,0,57,50,24,95,66,75,13560702002
609,77,92,74,熊莹样,100609,1,73,98,25,69,95,90,13232442102
610,85,79,86,牛果志,100610,0,71,92,26,67,60,70,13452617984
611,91,84,82,汤然公,100611,1,83,92,27,72,68,91,13433135324
612,58,86,91,安国点,100612,1,84,56,28,86,87,82,13893141376
613,62,82,89,章晗琳,100613,0,71,60,29,78,78,66,13621732474
614,56,93,77,区间能,100614,0,80,98,30,97,83,70,13358858137
615,77,88,85,赵明志,100615,0,78,68,31,72,87,87,14033994580
616,88,87,77,朱变然,100616,1,54,81,32,76,60,68,13428972558
617,96,85,85,乔关意,100617,1,91,62,33,81,71,89,13529111274
618,61,78,78,韦月子,100618,0,82,87,34,75,77,85,13766152259
619,72,76,76,沈民动,100619,0,97,78,35,94,75,82,13329477710
620,70,76,77,徐是珍,100620,0,78,73,36,95,83,84,13473734372
621,90,78,88,刘乐分,100621,0,88,59,37,73,85,81,13598726399
622,55,85,91,傅建理,100622,0,74,96,38,70,76,83,13717784287
623,78,94,79,孙质行,100623,0,57,55,39,81,74,94,13026137035
624,60,75,93,邵本子,100624,0,54,68,40,70,62,74,13229176563
625,94,94,82,田建雪,100625,1,49,51,41,66,62,91,13073257988
626,70,87,83,吕茜道,100626,0,74,70,42,92,75,95,14096747098
627,80,82,94,向年象,100627,1,58,67,43,86,96,70,13930048374
628,63,91,93,熊公质,100628,1,77,53,44,86,76,84,13586087358
629,72,80,96,周公长,100629,0,72,60,45,70,72,90,13549769164
630,60,87,77,钱倩起,100630,0,87,53,46,75,66,71,13980954522
631,85,90,83,徐志同,100631,0,63,84,47,85,77,67,13059416347
632,79,81,75,韩各理,100632,0,71,79,48,94,62,91,13064495832
633,91,88,96,罗那蕊,100633,0,49,99,49,73,73,66,14098513717
634,65,81,100,田蕊利,100634,0,66,72,50,100,96,77,13243004128
635,74,81,98,阳发通,100635,0,68,63,51,84,63,92,13999127165
636,84,84,99,陶倩动,100636,0,75,67,52,86,78,93,13036504631
637,93,94,89,龙悦运,100637,1,97,84,53,99,63,95,13028632148
638,60,80,70,陶样时,100638,0,98,80,54,77,61,68,13329323145
639,72,81,75,黄上立,100639,1,73,47,55,87,65,79,13678958211
640,57,89,82,高能公,100640,1,85,47,56,85,76,87,13362498393
641,100,83,100,黄新得,100641,0,93,86,57,88,94,67,13329805070
642,75,75,99,孔社革,100642,1,66,65,58,78,97,71,13986487288
643,68,81,89,贾工运,100643,1,47,59,59,88,97,86,13579584578
644,98,84,88,魏彤全,100644,0,56,58,60,68,93,68,13639162368
645,58,84,93,温志义,100645,0,78,60,61,70,92,69,14064198314
646,80,91,97,贾象来,100646,0,68,46,62,87,79,76,13146551457
647,80,86,78,区分月,100647,0,59,94,63,78,82,75,13251813168
648,73,86,76,洪然平,100648,1,64,50,64,93,63,88,13839634648
649,78,79,80,王个质,100649,1,72,51,65,95,63,68,13223004809
650,69,82,86,孔理表,100650,1,92,78,1,71,77,75,13754804526
651,87,77,79,罗梦电,100651,1,61,58,2,76,82,89,13417517603
652,73,92,73,叶雪小,100652,0,47,83,3,68,70,90,13697486780
653,84,85,95,安悦式,100653,0,62,66,4,83,61,86,13261109817
654,78,80,96,高机展,100654,1,80,71,5,70,79,81,13163339159
655,61,89,89,钱莹好,100655,1,80,98,6,96,64,88,13264356420
656,78,84,86,白丽生,100656,0,76,80,7,93,80,94,13893174991
657,56,83,85,马政雪,100657,0,57,57,8,66,74,65,13848414675
658,55,75,83,侯月在,100658,1,77,93,9,69,73,81,13851378594
659,68,78,89,张丽气,100659,0,79,78,10,79,96,74,13222911920
660,65,87,87,段然社,100660,0,51,73,11,95,90,81,13239051919
661,58,87,88,田涵果,100661,0,48,98,12,89,85,86,13676566643
662,90,90,83,文全行,100662,1,57,75,13,74,97,67,13445266047
663,80,94,91,崔茜象,100663,1,80,50,14,98,75,66,13923259707
664,87,91,94,翟各文,100664,0,68,45,15,70,96,89,13183236394
665,63,78,74,夏中美,100665,0,86,51,16,70,77,69,13439598713
666,65,87,89,史依依,100666,1,48,63,17,88,87,89,13846879309
667,72,93,79,邢蕊动,100667,0,97,66,18,94,80,71,13572723473
668,64,87,90,胡大形,100668,1,55,52,19,72,63,67,13347779234
669,84,84,72,顾表经,100669,0,61,53,20,81,65,91,14084413216
670,83,79,93,傅进质,100670,0,46,47,21,67,90,94,13642633010
671,71,78,81,薛关多,100671,0,52,84,22,90,74,95,13550848473
672,83,92,88,萧运北,100672,1,96,48,23,95,70,93,13333104794
673,84,88,86,曹得定,100673,1,63,81,24,73,80,95,13585449177
674,96,79,100,魏社间,100674,1,91,60,25,71,73,93,13366974480
675,83,80,95,施倩美,100675,1,68,51,26,79,96,65,13880735924
676,78,95,98,葛起能,100676,1,70,73,27,84,72,79,13375654320
677,69,77,99,徐质希,100677,0,75,78,28,76,68,85,13251566566
678,73,91,92,马珍原,100678,0,98,93,29,77,59,80,13760732228
679,98,86,91,齐象政,100679,1,63,56,30,78,65,70,13828933285
680,61,85,75,孟那发,100680,0,87,93,31,69,75,74,13267464661
681,56,78,97,李工治,100681,1,77,100,32,79,75,72,13215838367
682,63,86,100,孙子社,100682,0,88,91,33,92,60,77,13242678631
683,58,91,94,熊义治,100683,1,70,55,34,66,60,69,13049978498
684,95,81,84,叶志义,100684,1,88,79,35,89,74,86,13063543747
685,65,84,90,陶丽立,100685,1,94,56,36,100,89,65,13822959300
686,90,88,83,韩正本,100686,0,99,94,37,77,83,92,13268773693
687,79,81,74,施大得,100687,1,57,81,38,73,71,76,13254629643
688,95,78,94,江原所,100688,1,64,63,39,82,91,90,13151688946
689,61,85,94,江运社,100689,1,92,51,40,74,68,83,13466851650
690,68,77,87,曾志晗,100690,1,84,98,41,83,81,65,13350646342
691,79,79,100,施来梦,100691,1,85,82,42,94,66,83,13924917077
692,87,75,78,庞并运,100692,0,94,83,43,99,75,70,13211237067
693,57,86,82,董政发,100693,0,71,68,44,74,65,87,13261663702
694,96,92,78,袁不及,100694,0,52,93,45,83,68,76,13886835300
695,80,93,85,颜工小,100695,0,79,85,46,71,62,75,13558683675
696,82,94,75,周利经,100696,1,100,89,47,75,73,77,13061684755
697,86,83,79,高理动,100697,1,100,100,48,83,72,68,13944585900
698,77,84,79,施蕊乐,100698,0,100,57,49,70,80,92,13547293633
699,99,77,96,邱明进,100699,0,67,82,50,76,59,88,13561594911
700,83,79,72,乔全依,100700,0,63,49,51,99,67,92,14069952504
701,76,95,82,李展梅,100701,1,77,45,52,83,85,70,13591755202
702,77,90,97,区民有,100702,0,96,62,53,72,75,94,13253084301
703,86,80,89,朱那瑶,100703,1,58,86,54,99,65,69,13780502566
704,78,78,78,邢得通,100704,1,49,53,55,78,91,73,13893464419
705,82,84,76,钟乐美,100705,1,99,81,56,75,86,86,13967038788
706,58,95,72,任好定,100706,1,90,97,57,82,71,69,13737278149
707,63,93,99,毛在于,100707,0,69,70,58,96,82,74,13740363412
708,75,75,71,周关小,100708,1,78,70,59,83,90,66,13323226949
709,93,83,98,洪各文,100709,1,67,45,60,65,72,93,14027358036
710,89,95,72,任根茜,100710,0,53,56,61,81,67,79,13770933621
711,61,89,95,蓝表黻,100711,0,92,95,62,88,92,86,14065493428
712,86,85,95,黄依心,100712,1,81,88,63,68,85,82,13379744561
713,96,88,100,万生道,100713,0,89,45,64,71,60,91,13858971070
714,86,91,70,萧悦全,100714,0,58,91,65,81,65,81,13187638383
715,58,85,98,韦晗长,100715,0,76,71,1,91,91,74,13330402003
716,57,75,75,常运依,100716,1,50,85,2,79,67,73,13783246857
717,83,82,100,徐一生,100717,1,76,69,3,85,79,92,13996589151
718,100,85,76,阳琳业,100718,1,81,86,4,89,93,71,13513347451
719,61,80,87,区在行,100719,1,98,58,5,84,62,77,13973205730
720,74,84,97,沈艺起,100720,1,57,76,6,71,68,81,13298499845
721,86,75,100,彭子相,100721,0,94,76,7,89,60,84,13689719450
722,71,85,96,牛比悦,100722,0,58,90,8,65,83,94,13897144245
723,84,75,83,胡道长,100723,1,81,70,9,89,70,86,13430416631
724,87,87,77,齐点行,100724,1,84,65,10,82,70,78,13064119884
725,62,80,71,郑运丽,100725,1,52,62,11,78,70,89,13139316449
726,57,80,95,汪可立,100726,0,88,48,12,71,91,70,13440426225
